# Wiki Link	Stock Symbol (Yahoo)	Index Name
# attention !!!! REPLACE (^) WITH (%5E)
http://de.wikipedia.org/wiki/Nikkei_225,%5EN225,Nikkei 225
http://de.wikipedia.org/wiki/SSE_Composite_Index,000001.SS,SSE Composite
http://de.wikipedia.org/wiki/DAX,FDAX.EX,DAX Performance
http://de.wikipedia.org/wiki/FTSE_350_Index,%5EFTLC,FTSE 350
http://de.wikipedia.org/wiki/S%26P_500,%5EGSPC,SuP500
http://de.wikipedia.org/wiki/BSE_Sensex,%5EBSESN,BSE SENSEX
